epoch,binary_crossentropy,dice_coef,iou_score,learning_rate,loss,pixel_accuracy,sensitivity,specificity,val_binary_crossentropy,val_dice_coef,val_iou_score,val_loss,val_pixel_accuracy,val_sensitivity,val_specificity
0,0.7599000930786133,0.043402861803770065,0.022227594628930092,0.0005000000237487257,0.6697908043861389,0.8466618657112122,0.8585380911827087,0.8465737700462341,0.5371453762054443,0.037057243287563324,0.01888861693441868,0.6756153702735901,0.9450461268424988,0.4584018588066101,0.9486621618270874
1,0.5331008434295654,0.07702752202749252,0.040101975202560425,0.0005000000237487257,0.6463601589202881,0.9316514134407043,0.835964024066925,0.9323300123214722,0.2484629899263382,0.07022165507078171,0.036403656005859375,0.6524950265884399,0.9591056704521179,0.49872514605522156,0.9625293016433716
2,0.43110042810440063,0.11282077431678772,0.05985790118575096,0.0005000000237487257,0.621673047542572,0.9490368366241455,0.7691538333892822,0.9503175020217896,0.28811198472976685,0.11317116767168045,0.06003700941801071,0.6227391958236694,0.9607531428337097,0.5931630730628967,0.9634535312652588
3,0.34853485226631165,0.14982104301452637,0.081058569252491,0.0005000000237487257,0.5966395735740662,0.9619113206863403,0.6589510440826416,0.964076042175293,0.3526630699634552,0.13562656939029694,0.0728197991847992,0.6057508587837219,0.9597241878509521,0.5821725726127625,0.9625752568244934
4,0.2833431363105774,0.1802978664636612,0.09920558333396912,0.0005000000237487257,0.5760385394096375,0.9700537919998169,0.5755221843719482,0.9728623628616333,0.20312944054603577,0.185028538107872,0.10216449946165085,0.5763362050056458,0.9739189147949219,0.4984404146671295,0.9774357676506042
5,0.2537696659564972,0.19991369545459747,0.11118298768997192,0.0005000000237487257,0.5632762908935547,0.9736818671226501,0.5310162901878357,0.9768146872520447,0.5793857574462891,0.2017458975315094,0.11230667680501938,0.5620713829994202,0.963085949420929,0.7067369222640991,0.964992344379425
6,0.24445118010044098,0.20999425649642944,0.11746201664209366,0.0005000000237487257,0.5563083291053772,0.9748750925064087,0.5190837383270264,0.9780884981155396,0.21717722713947296,0.23457685112953186,0.13303717970848083,0.5399087071418762,0.9753838777542114,0.5521904230117798,0.9785443544387817
7,0.2428799271583557,0.21633853018283844,0.1214524433016777,0.0005000000237487257,0.5522308349609375,0.9756695628166199,0.5077593922615051,0.9789804816246033,0.24410122632980347,0.24437139928340912,0.1393164098262787,0.5323073267936707,0.9757946133613586,0.5473426580429077,0.9790533185005188
8,0.2500768005847931,0.2203291356563568,0.12395840883255005,0.0005000000237487257,0.5496587753295898,0.9754276275634766,0.5131324529647827,0.9787288308143616,0.3278951346874237,0.23594285547733307,0.13391020894050598,0.5364753007888794,0.9731795191764832,0.5734207034111023,0.9761971235275269
9,0.2449488341808319,0.22249671816825867,0.12537531554698944,0.0005000000237487257,0.5483347773551941,0.9767788648605347,0.49094074964523315,0.9802132248878479,0.2202574610710144,0.24395030736923218,0.1392025351524353,0.5333953499794006,0.9778827428817749,0.502558171749115,0.9814167022705078
10,0.23955482244491577,0.2300456166267395,0.1302322894334793,0.0005000000237487257,0.5432423949241638,0.9772263765335083,0.49729859828948975,0.9806427955627441,0.2809833884239197,0.22879324853420258,0.13009288907051086,0.5360286831855774,0.9758027195930481,0.5108364820480347,0.9791700839996338
11,0.2430606633424759,0.23268847167491913,0.13186320662498474,0.0005000000237487257,0.5413694977760315,0.9774177074432373,0.49589329957962036,0.9808652997016907,0.29037824273109436,0.22605036199092865,0.12757329642772675,0.5463981032371521,0.9757972955703735,0.4833754003047943,0.9794749617576599
12,0.25112834572792053,0.2302880585193634,0.13032567501068115,0.0005000000237487257,0.5431002974510193,0.9772499799728394,0.4953351318836212,0.9806685447692871,0.43250641226768494,0.24721814692020416,0.14135068655014038,0.5264003872871399,0.9730488061904907,0.6149842143058777,0.9756897687911987
13,0.24674823880195618,0.23541472852230072,0.13359162211418152,0.0005000000237487257,0.5394721031188965,0.9776553511619568,0.49456512928009033,0.9811077117919922,0.3931502401828766,0.24185816943645477,0.13781452178955078,0.5336136221885681,0.9722708463668823,0.5972862243652344,0.9750843644142151
14,0.2568276822566986,0.23446431756019592,0.1330268532037735,0.0005000000237487257,0.5398414134979248,0.9769974946975708,0.5129417181015015,0.9802880883216858,0.3714894652366638,0.26326242089271545,0.1517351120710373,0.5194039344787598,0.97471684217453,0.6210211515426636,0.9773510098457336
15,0.2510434687137604,0.24365496635437012,0.13897371292114258,0.0005000000237487257,0.5336637496948242,0.9781152606010437,0.5132859349250793,0.9814013838768005,0.18245373666286469,0.2734453082084656,0.1588517129421234,0.5167250037193298,0.9809452295303345,0.5057739019393921,0.9844357967376709
16,0.25411367416381836,0.2395264208316803,0.13633815944194794,0.0005000000237487257,0.5361366271972656,0.9776319265365601,0.5109996795654297,0.9809259176254272,0.2983780801296234,0.249203160405159,0.14250023663043976,0.5299942493438721,0.9757668972015381,0.5314217805862427,0.9792026877403259
17,0.2543751895427704,0.24086880683898926,0.1371050477027893,0.0005000000237487257,0.5355992317199707,0.9782859086990356,0.504030168056488,0.9816116094589233,0.3252153694629669,0.2482546865940094,0.14216147363185883,0.5259456634521484,0.9759263396263123,0.5505279302597046,0.9790425896644592
18,0.2570129334926605,0.24302706122398376,0.13853920996189117,0.0005000000237487257,0.5340196490287781,0.9781367778778076,0.5022098422050476,0.981550931930542,0.4768229126930237,0.2547703683376312,0.1461353600025177,0.5243569612503052,0.9727396368980408,0.6354339122772217,0.9752508997917175
19,0.26860398054122925,0.24012090265750885,0.13663357496261597,0.0005000000237487257,0.5358066558837891,0.9775515794754028,0.5152114629745483,0.9808098077774048,0.36533722281455994,0.25302788615226746,0.14520834386348724,0.5236538648605347,0.9760515689849854,0.5552753806114197,0.9791870713233948
20,0.2616463601589203,0.24367116391658783,0.13898900151252747,0.0005000000237487257,0.5337873697280884,0.9784436225891113,0.5021804571151733,0.981825053691864,0.22436600923538208,0.2763587236404419,0.16078947484493256,0.5106770396232605,0.9796961545944214,0.5306292772293091,0.983048677444458
21,0.2585754096508026,0.24394790828227997,0.13915188610553741,0.0005000000237487257,0.5336472392082214,0.978827714920044,0.4927254319190979,0.9822767376899719,0.2616371512413025,0.27738672494888306,0.16170407831668854,0.5154078006744385,0.9799668788909912,0.5413945913314819,0.9831886887550354
22,0.2610236704349518,0.24921022355556488,0.14258648455142975,0.0005000000237487257,0.5299088358879089,0.9786961078643799,0.5084625482559204,0.9820528030395508,0.28733983635902405,0.2532199025154114,0.1454172134399414,0.5223467946052551,0.9780006408691406,0.506527841091156,0.9815149903297424
23,0.26480963826179504,0.25204402208328247,0.14444509148597717,0.0005000000237487257,0.5279847979545593,0.9787790179252625,0.5108792185783386,0.9821445941925049,0.3186083436012268,0.2576066553592682,0.14811226725578308,0.5239318609237671,0.9775469303131104,0.5453796982765198,0.980683445930481
24,0.2593145966529846,0.25147077441215515,0.14410097897052765,0.0005000000237487257,0.5283369421958923,0.9791216254234314,0.5065810680389404,0.9824567437171936,0.3155239522457123,0.27646341919898987,0.16063708066940308,0.5110626816749573,0.9777677059173584,0.5698540210723877,0.980868935585022
25,0.276653915643692,0.2481360137462616,0.1418224573135376,0.0005000000237487257,0.5304036140441895,0.9783046245574951,0.5134292840957642,0.9816172122955322,0.32068681716918945,0.26086175441741943,0.15048421919345856,0.5258455276489258,0.9775248169898987,0.5375873446464539,0.9808111190795898
26,0.26431405544281006,0.2537590265274048,0.14550097286701202,0.0005000000237487257,0.5267197489738464,0.9793246388435364,0.5064650774002075,0.9826860427856445,0.3459864854812622,0.2722448408603668,0.15784825384616852,0.5162226557731628,0.9764575958251953,0.5861972570419312,0.9794018268585205
27,0.26792407035827637,0.25348812341690063,0.14538919925689697,0.0005000000237487257,0.526961088180542,0.9792795777320862,0.49904105067253113,0.9827247858047485,0.3995852470397949,0.27498021721839905,0.15969006717205048,0.5133424997329712,0.9756703972816467,0.6160060167312622,0.9784113168716431
28,0.2756243348121643,0.2592385709285736,0.14918482303619385,0.0002500000118743628,0.5226236581802368,0.978833794593811,0.5301135778427124,0.9820272922515869,0.24676348268985748,0.2742462158203125,0.1593015193939209,0.5122193694114685,0.9791774749755859,0.5250173807144165,0.9826301336288452
29,0.26649710536003113,0.26243463158607483,0.1512720137834549,0.0002500000118743628,0.5204825401306152,0.979575514793396,0.52345210313797,0.9828191995620728,0.24164190888404846,0.2530815601348877,0.14540569484233856,0.5226113200187683,0.9790566563606262,0.4799584746360779,0.9827957153320312
30,0.2572869062423706,0.26227617263793945,0.15112894773483276,0.0002500000118743628,0.5207434892654419,0.9802380204200745,0.5062003135681152,0.9835938811302185,0.2712196409702301,0.2851542532444,0.16645123064517975,0.5042751431465149,0.9792648553848267,0.5620346069335938,0.9823876023292542
